Date,Adj_Close
01-01-2015,95.008942
02-01-2015,95.336876
05-01-2015,91.550819
06-01-2015,89.732323
07-01-2015,89.285149
08-01-2015,90.805534
09-01-2015,88.003265
12-01-2015,87.108917
13-01-2015,87.645523
14-01-2015,88.539871
15-01-2015,89.46402
16-01-2015,90.507423
19-01-2015,92.653839
20-01-2015,94.114601
21-01-2015,97.244797
22-01-2015,98.91423
23-01-2015,100.673103
27-01-2015,101.537636
28-01-2015,99.00367
29-01-2015,95.068565
30-01-2015,92.325912
02-02-2015,91.819122
03-02-2015,91.878738
04-02-2015,91.878738
05-02-2015,91.968178
06-02-2015,92.445168
09-02-2015,91.759499
10-02-2015,89.911186
11-02-2015,90.507423
12-02-2015,91.401756
13-02-2015,92.206665
16-02-2015,94.233841
18-02-2015,95.068565
19-02-2015,90.835342
20-02-2015,90.000626
23-02-2015,90.924782
24-02-2015,89.106277
25-02-2015,91.07383
26-02-2015,92.385536
27-02-2015,92.266289
02-03-2015,91.46138
03-03-2015,91.84893
04-03-2015,93.250069
05-03-2015,89.46402
09-03-2015,88.837982
10-03-2015,91.729691
11-03-2015,97.721771
12-03-2015,104.339912
13-03-2015,108.573128
16-03-2015,103.385941
17-03-2015,105.264061
18-03-2015,104.48896
19-03-2015,104.459152
20-03-2015,104.220665
23-03-2015,102.193489
24-03-2015,101.299141
25-03-2015,103.326317
26-03-2015,107.648972
27-03-2015,102.730095
30-03-2015,109.109734
31-03-2015,109.705956
01-04-2015,113.074654
06-04-2015,115.39994
07-04-2015,117.546364
08-04-2015,114.595039
09-04-2015,111.882195
10-04-2015,116.890511
13-04-2015,120.557312
15-04-2015,118.470512
16-04-2015,120.885239
17-04-2015,117.427116
20-04-2015,114.237297
21-04-2015,110.630112
22-04-2015,110.92823
23-04-2015,110.033882
24-04-2015,108.871239
27-04-2015,110.749359
28-04-2015,114.386345
29-04-2015,108.245201
30-04-2015,104.339912
04-05-2015,106.277649
05-05-2015,106.695015
06-05-2015,102.4916
07-05-2015,103.08783
08-05-2015,101.358765
11-05-2015,102.014626
12-05-2015,100.255745
13-05-2015,100.315376
14-05-2015,102.789719
15-05-2015,103.564812
18-05-2015,105.442932
19-05-2015,106.724831
20-05-2015,104.876511
21-05-2015,102.4916
22-05-2015,99.868195
25-05-2015,99.838387
26-05-2015,99.063293
27-05-2015,101.38858
28-05-2015,100.88179
29-05-2015,103.266693
01-06-2015,102.87915
02-06-2015,102.819534
03-06-2015,104.459152
04-06-2015,103.743683
05-06-2015,106.605576
08-06-2015,105.472748
09-06-2015,105.741043
10-06-2015,104.638023
11-06-2015,99.868195
12-06-2015,101.627075
15-06-2015,104.667839
16-06-2015,100.434616
17-06-2015,101.627075
18-06-2015,103.803307
19-06-2015,104.638023
22-06-2015,104.459152
23-06-2015,104.280289
24-06-2015,103.982178
25-06-2015,103.445572
26-06-2015,102.730095
29-06-2015,101.448204
30-06-2015,105.025566
01-07-2015,106.665199
02-07-2015,108.901054
03-07-2015,108.036522
06-07-2015,107.827843
07-07-2015,107.917282
08-07-2015,107.321053
09-07-2015,107.231613
10-07-2015,104.280289
13-07-2015,104.310097
14-07-2015,104.727455
15-07-2015,105.323685
16-07-2015,106.844063
17-07-2015,108.155769
20-07-2015,109.765587
21-07-2015,108.602936
22-07-2015,106.724831
23-07-2015,106.128593
24-07-2015,106.57576
27-07-2015,102.521408
28-07-2015,100.762543
29-07-2015,101.328957
30-07-2015,101.686691
31-07-2015,103.356133
03-08-2015,101.835747
04-08-2015,97.841019
05-08-2015,98.854614
06-08-2015,100.404808
07-08-2015,99.540276
10-08-2015,97.721771
11-08-2015,95.933098
12-08-2015,96.380264
13-08-2015,93.727051
14-08-2015,96.141769
17-08-2015,96.976494
18-08-2015,95.366676
19-08-2015,95.724419
20-08-2015,93.637611
21-08-2015,90.924782
24-08-2015,87.645523
25-08-2015,90.030441
26-08-2015,90.35836
27-08-2015,90.537231
28-08-2015,91.789314
31-08-2015,92.922142
01-09-2015,89.076469
